mdntf_no,drgnm_no,herb_name,representative_name,drgnm_raw
1652,899,광조,광조,광조(廣棗)
1653,1087,산향원엽,산향원엽,산향원엽(山香圓葉)
1654,1067,사라자,사라자,사라자(娑羅子)
1655,1067,사라자,사라자,사라자(娑羅子)
1656,1343,포사엽,포사엽,포사엽(布渣葉)
1657,1015,목면화,목면화,목면화(木棉花)
1658,1109,서청과,서청과,서청과(西靑果)
1659,1002,모가자,모가자,모가자(毛訶子)
1660,1108,서양삼,서양삼,서양삼(西洋參)
1661,1271,죽절삼,죽절삼,"죽절삼(竹節參), 죽절인삼(竹節人参)"
1661,1271,죽절인삼,죽절삼,"죽절삼(竹節參), 죽절인삼(竹節人参)"
1662,1269,주자삼,주자삼,주자삼(珠子參)
1663,1001,명당삼,명당삼,명당삼(明黨參)
1664,183,독활,독활,"독활(獨活), 당독활(唐独活)"
1664,183,당독활,독활,"독활(獨活), 당독활(唐独活)"
1665,530,용담,용담,용담(龍膽)
1666,1300,청엽담,청엽담,청엽담(靑葉膽)
1667,1390,홍화용담,홍화용담,홍화용담(紅花龍膽)
1668,945,나포마엽,나포마엽,나포마엽(羅布麻葉)
1669,1324,통관등,통관등,통관등(通關藤)
1670,1358,향가피,향가피,향가피(香加皮)
1671,963,대엽자주,대엽자주,대엽자주(大葉紫珠)
1672,897,광동자주,광동자주,광동자주(廣東紫珠)
1673,1006,모형엽,모형엽,모형엽(牡荊葉)
1674,1248,자주엽,자주엽,자주엽(紫珠葉)
1675,976,동릉초,동릉초,동릉초(冬凌草)
1676,974,독일미,독일미,독일미(獨一味)
1677,961,단혈류,단혈류,단혈류(斷血流)
1678,961,단혈류,단혈류,단혈류(斷血流)
1679,1393,화산삼,화산삼,화산삼(華山參)
1680,895,고현삼,고현삼,고현삼(苦玄參)
1681,1383,홍련,홍련,홍련(洪連)
1682,1020,목호접,목호접,목호접(木蝴蝶)
1683,1113,석적란,석적란,석적란(石吊蘭)
1684,953,남판람근,남판람근,남판람근(南板藍根)
1685,1293,천심련,천심련,천심련(穿心蓮)
1686,1123,소박골,소박골,소박골(小駁骨)
1687,1381,홍대극,홍대극,홍대극(紅大戟)
1688,1083,산은화,산은화,산은화(山銀花)
1689,1083,산은화,산은화,산은화(山銀花)
1690,1083,산은화,산은화,산은화(山銀花)
1691,1280,지주향,지주향,지주향(蜘蛛香)
1692,1236,익수초,익수초,익수초(翼首草)
1693,1323,토패모,토패모,토패모(土貝母)
1694,946,나한과,나한과,나한과(羅漢果)
1695,1291,천목향,천목향,천목향(川木香)
1696,1291,천목향,천목향,천목향(川木香)
1697,981,등잔세신,등잔세신,"등잔세신(燈盞細辛), 등잔화(燈盞花)"
1697,981,등잔화,등잔세신,"등잔세신(燈盞細辛), 등잔화(燈盞花)"
1698,1292,천산설련,천산설련,천산설련(天山雪蓮)
1699,1289,천리광,천리광,천리광(千里光)
1700,933,금용담초,금용담초,금용담초(金龍膽草)
1701,1311,취령단초,취령단초,취령단초(臭靈丹草)
1702,1168,애편,애편,"애편(艾片), 좌선용뇌(左旋龙脑)"
1702,1168,좌선용뇌,애편,"애편(艾片), 좌선용뇌(左旋龙脑)"
1703,1272,중루,중루,중루(重樓)
1704,1272,중루,중루,중루(重樓)
1705,1235,이패모,이패모,이패모(伊貝母)
1706,1235,이패모,이패모,이패모(伊貝母)
1707,1375,호북패모,호북패모,호북패모(湖北貝母)
1708,1055,분비해,분비해,분비해(粉萆薢)
1709,998,면비해,면비해,면비해(綿萆薢)
1710,998,면비해,면비해,면비해(綿萆薢)
1711,1403,황산약,황산약,황산약(黃山藥)
1712,1336,편강황,편강황,편강황(片薑黃)
1713,1382,홍두구,홍두구,홍두구(紅豆蔲)
1714,59,곤포,곤포,"곤포(昆布),다시마"
1714,59,다시마,곤포,"곤포(昆布),다시마"
1715,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1715,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1716,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1716,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1717,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1717,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1718,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1718,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1719,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1719,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1720,665,지룡,지룡,"지룡(地龍), 구인(蚯蚓)"
1720,665,구인,지룡,"지룡(地龍), 구인(蚯蚓)"
1721,443,수질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1721,443,관수질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1721,443,마질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1721,443,거마리,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1722,443,수질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1722,443,관수질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1722,443,마질,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1722,443,거마리,수질,"수질(水蛭), 관수질(寬水蛭), 마질(馬蛭), 거마리"
1723,443,수질,수질,수질(水蛭)
1724,238,모려,모려,"모려(牡蠣),굴조가비"
1724,238,굴조가비,모려,"모려(牡蠣),굴조가비"
1725,238,모려,모려,"모려(牡蠣),굴조가비"
1725,238,굴조가비,모려,"모려(牡蠣),굴조가비"
1726,238,모려,모려,"모려(牡蠣),굴조가비"
1726,238,굴조가비,모려,"모려(牡蠣),굴조가비"
1727,259,문합,문합,"문합(文蛤), 합각(蛤殼), 대합조가비"
1727,259,합각,문합,"문합(文蛤), 합각(蛤殼), 대합조가비"
1727,259,대합조가비,문합,"문합(文蛤), 합각(蛤殼), 대합조가비"
1728,259,문합,문합,문합(文蛤)
1729,259,문합,문합,"문합(文蛤), 합각(蛤殼)"
1729,259,합각,문합,"문합(文蛤), 합각(蛤殼)"
1730,521,와릉자,와릉자,와릉자(瓦楞子)
1731,521,와릉자,와릉자,와릉자(瓦楞子)
1732,521,와릉자,와릉자,와릉자(瓦楞子)
1733,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1733,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1733,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1734,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1734,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1734,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1735,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1735,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1735,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1736,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1736,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1736,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1737,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1737,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1737,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1738,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1738,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1738,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1739,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1739,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1739,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1740,395,석결명,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1740,395,진주모,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1740,395,전복조가비,석결명,"석결명(石決明), 진주모(珍珠母), 전복조가비"
1741,799,해표초,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1741,799,오적골,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1741,799,오징어뼈,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1742,799,해표초,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1742,799,오적골,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1742,799,오징어뼈,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1743,799,해표초,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1743,799,오적골,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1743,799,오징어뼈,해표초,"해표초(海螵蛸), 오적골(烏賊骨), 오징어뼈"
1744,507,오공,오공,"오공(蜈蚣),지네,왕지네"
1744,507,지네,오공,"오공(蜈蚣),지네,왕지네"
1744,507,왕지네,오공,"오공(蜈蚣),지네,왕지네"
1745,918,구향충,구향충,구향충(九香蟲)
1746,611,자충,자충,"자충(蟅蟲), 토별충(土鱉蟲)"
1746,611,토별충,자충,"자충(蟅蟲), 토별충(土鱉蟲)"
1747,611,자충,자충,"자충(蟅蟲), 토별충(土鱉蟲)"
1747,611,토별충,자충,"자충(蟅蟲), 토별충(土鱉蟲)"
1748,273,반묘,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1748,273,칸타리스,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1748,273,반모,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1749,273,반묘,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1749,273,칸타리스,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1749,273,반모,반묘,"반묘(斑猫), 칸타리스, 반모(斑蝥)"
1750,273,반묘,반묘,"반묘(斑猫), 칸타리스"
1750,273,칸타리스,반묘,"반묘(斑猫), 칸타리스"
1751,134,노봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1751,134,봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1751,134,봉소,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1752,134,노봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1752,134,봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1752,134,봉소,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1753,134,노봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1753,134,봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1753,134,봉소,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢)"
1754,134,노봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房)"
1754,134,봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房)"
1755,134,노봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢), 말벌집, 로봉방"
1755,134,봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢), 말벌집, 로봉방"
1755,134,봉소,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢), 말벌집, 로봉방"
1755,134,말벌집,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢), 말벌집, 로봉방"
1755,134,로봉방,노봉방,"노봉방(露蜂房), 봉방(蜂房), 봉소(蜂巢), 말벌집, 로봉방"
1756,134,노봉방,노봉방,"노봉방(露蜂房), 말벌집, 로봉방"
1756,134,말벌집,노봉방,"노봉방(露蜂房), 말벌집, 로봉방"
1756,134,로봉방,노봉방,"노봉방(露蜂房), 말벌집, 로봉방"
1757,942,꿀,꿀,"꿀, 봉밀(蜂蜜)"
1757,942,봉밀,꿀,"꿀, 봉밀(蜂蜜)"
1758,942,꿀,꿀,"꿀, 봉밀(蜂蜜)"
1758,942,봉밀,꿀,"꿀, 봉밀(蜂蜜)"
1759,1399,황납,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,밀납,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,봉랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,황랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,밀랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,밀,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1759,1399,누런밀,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,황납,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,밀납,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,봉랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,황랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,밀랍,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,밀,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1760,1399,누런밀,황납,"황납, 밀납, 봉랍(蜂蠟), 황랍(黄蝋), 밀랍, 밀, 누런밀"
1761,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1761,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1761,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1761,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1762,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1762,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1762,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1762,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1763,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1763,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1763,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1763,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1764,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1764,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1764,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1764,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1765,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1765,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1765,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1765,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1766,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1766,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1766,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1766,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1767,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1767,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1767,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1767,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1768,412,선퇴,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1768,412,선세,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1768,412,선태,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1768,412,매미허물,선퇴,"선퇴(蟬退), 선세(蟬蛻), 선태(蟬蛻), 매미허물"
1769,282,백강잠,백강잠,"백강잠(白殭蠶), 강잠(僵蠶), 백강누에, 흰가루병누에"
1769,282,강잠,백강잠,"백강잠(白殭蠶), 강잠(僵蠶), 백강누에, 흰가루병누에"
1769,282,백강누에,백강잠,"백강잠(白殭蠶), 강잠(僵蠶), 백강누에, 흰가루병누에"
1769,282,흰가루병누에,백강잠,"백강잠(白殭蠶), 강잠(僵蠶), 백강누에, 흰가루병누에"
1770,631,전갈,전갈,"전갈(全蝎), 전충(全蟲)"
1770,631,전충,전갈,"전갈(全蝎), 전충(全蟲)"
1772,1145,수우각,수우각,수우각(水牛角)
1773,502,영양각,영양각,영양각(羚羊角)
1774,502,영양각,영양각,영양각(羚羊角)
1775,544,우황,우황,우황(牛黃)
1776,458,아교,아교,"아교(阿膠),갖풀"
1776,458,갖풀,아교,"아교(阿膠),갖풀"
1777,458,아교,아교,"아교(阿膠),갖풀"
1777,458,갖풀,아교,"아교(阿膠),갖풀"
1778,699,천산갑,천산갑,"천산갑(穿山甲), 능리갑(鯪鯉甲)"
1778,699,능리갑,천산갑,"천산갑(穿山甲), 능리갑(鯪鯉甲)"
1779,619,저담,저담,"저담(猪膽), 메돼지열, 산저담"
1779,619,메돼지열,저담,"저담(猪膽), 메돼지열, 산저담"
1779,619,산저담,저담,"저담(猪膽), 메돼지열, 산저담"
1780,619,저담,저담,"저담(猪膽), 저담분(猪膽粉), 돼지열"
1780,619,저담분,저담,"저담(猪膽), 저담분(猪膽粉), 돼지열"
1780,619,돼지열,저담,"저담(猪膽), 저담분(猪膽粉), 돼지열"
1781,136,녹각,녹각,"녹각(鹿角),사슴뿔,록각"
1781,136,사슴뿔,녹각,"녹각(鹿角),사슴뿔,록각"
1781,136,록각,녹각,"녹각(鹿角),사슴뿔,록각"
1782,136,녹각,녹각,"녹각(鹿角),사슴뿔,록각"
1782,136,사슴뿔,녹각,"녹각(鹿角),사슴뿔,록각"
1782,136,록각,녹각,"녹각(鹿角),사슴뿔,록각"
1783,136,녹각,녹각,녹각(鹿角)
1784,140,녹용,녹용,"녹용(鹿茸),록용"
1784,140,록용,녹용,"녹용(鹿茸),록용"
1785,140,녹용,녹용,녹용(鹿茸)
1786,140,녹용,녹용,녹용(鹿茸)
1787,353,사향,사향,사향(麝香)
1788,353,사향,사향,사향(麝香)
1789,353,사향,사향,사향(麝香)
1790,1350,합마유,합마유,합마유(哈蟆油)
1791,414,섬수,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1791,414,두꺼비진,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1791,414,섬소,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1792,414,섬수,섬수,섬수(蟾酥)
1793,414,섬수,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1793,414,두꺼비진,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1793,414,섬소,섬수,"섬수(蟾酥), 두꺼비진, 섬소"
1794,36,계내금,계내금,"계내금(鷄內金), 계순피(鷄肫皮),닭위속껍질"
1794,36,계순피,계내금,"계내금(鷄內金), 계순피(鷄肫皮),닭위속껍질"
1794,36,닭위속껍질,계내금,"계내금(鷄內金), 계순피(鷄肫皮),닭위속껍질"
1795,1203,오초사,오초사,오초사(烏梢蛇)
1796,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1796,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1796,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1796,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1796,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1797,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1797,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1797,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1797,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1797,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1798,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1798,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1798,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1798,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1798,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1799,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1799,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1799,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1799,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1799,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1800,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1800,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1800,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1800,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1800,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1801,348,사세,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1801,348,사피,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1801,348,사퇴,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1801,348,사각,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1801,348,사태,사세,"사세(蛇蛻), 사피(蛇皮), 사퇴(蛇退), 사각(蛇殼), 사태(蛇蜕)"
1802,95,귀판,귀판,"귀판(龜板), 귀갑(龜甲), 남생이배딱지, 구판"
1802,95,귀갑,귀판,"귀판(龜板), 귀갑(龜甲), 남생이배딱지, 구판"
1802,95,남생이배딱지,귀판,"귀판(龜板), 귀갑(龜甲), 남생이배딱지, 구판"
1802,95,구판,귀판,"귀판(龜板), 귀갑(龜甲), 남생이배딱지, 구판"
1803,938,금전백화사,금전백화사,금전백화사(金錢白花蛇)
1804,781,합개,합개,"합개(蛤蚧), 합해(蛤蟹)"
1804,781,합해,합개,"합개(蛤蚧), 합해(蛤蟹)"
1805,310,백화사,백화사,"백화사(白花蛇), 기사(蘄蛇)"
1805,310,기사,백화사,"백화사(白花蛇), 기사(蘄蛇)"
1806,314,별갑,별갑,"별갑(鱉甲), 별갑(鼈甲), 단어(團魚), 토별갑(土別甲), 자라등딱지"
1806,314,별갑,별갑,"별갑(鱉甲), 별갑(鼈甲), 단어(團魚), 토별갑(土別甲), 자라등딱지"
1806,314,단어,별갑,"별갑(鱉甲), 별갑(鼈甲), 단어(團魚), 토별갑(土別甲), 자라등딱지"
1806,314,토별갑,별갑,"별갑(鱉甲), 별갑(鼈甲), 단어(團魚), 토별갑(土別甲), 자라등딱지"
1806,314,자라등딱지,별갑,"별갑(鱉甲), 별갑(鼈甲), 단어(團魚), 토별갑(土別甲), 자라등딱지"
1807,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1807,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1807,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1808,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1808,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1808,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1809,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1809,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1809,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1810,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1810,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1810,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1811,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1811,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1811,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1812,789,해마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1812,789,수마,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1812,789,마두어,해마,"해마(海馬), 수마(水馬), 마두어(馬頭魚)"
1813,1351,해룡,해룡,해룡(海龍)
